Color Name,Composition in %,Brand,Height in cm (PRODUCT),Length in cm  (PRODUCT),Width/Dia in cm  (PRODUCT),Weight in gram without packing  (PRODUCT),Country of Origin,Oeko-tex (Y/N),GOTS (Y/N),Gsm/m2,Made of recycled material (Y/N),FSC (Y/N),Origin Of Material (Specially by Wood),How many ML can the item contain?,Sustainability in Terms of Material (Y/N),Multipack (Y/N),Age Recommendation,Fragile (Y/N),Outdoor Use (Y/N),Handmade (Y/N),Care instructions,Maximum Load in KG,Waterproof (Y/N),Frostsafe (Y/N),Suitable for dishwasher (Y/N),Suitable for oven (Y/N),Suitable for microwave (Y/N),Suitable for wetrooms (Y/N),Kelvin,Lumen,Lifetime (LED),Max watt,Length of cord,Rechargable,Dimmerable,LED,Shelf life unopend in months,Shelf life opend in months,Perfume (Y/N),Perfume in %,Type of perfume (Natural / Synthetic),Declarational perfumes,PH value,VOC in %,BSE Free,List the preservatives used in the product,Contains palm oil (Y/N),Palm oil in %,Contains RSPO Certified palm oil (Y/N),Cold sensitive (Y/N),Cold sensitive minimum °C,Heat sensitive (Y/N),Heat sensitive maximum °C,Burning time in hours
Blue,95% Wool - 5% Cotton,OYOY MINI,69,55,55,600,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lavender,100% Recycled Polyester,OYOY ZOO,43,48,48,160,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ice,100% Recycled Polyester,OYOY ZOO,43,48,48,160,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anthracite,100% Organic Cotton,OYOY ZOO,75,94,94,350,India,No,Yes,,No,No,India,,No,No,,No,No,No,,,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,
Choko,100% Organic Cotton,OYOY ZOO,75,94,94,350,India,No,Yes,,No,No,India,,No,No,,No,No,No,,,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,
Mellow,100% Organic Cotton,OYOY ZOO,75,94,94,350,India,No,Yes,,No,No,India,,No,No,,No,No,No,,,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,
Anthracite,100% Organic Cotton,OYOY ZOO,60,74,74,1040,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Choko,100% Organic Cotton,OYOY ZOO,60,74,74,1040,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mellow,100% Organic Cotton,OYOY ZOO,60,74,74,1040,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anthracite,100% Organic Cotton,OYOY ZOO,42,54,54,640,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Choko,100% Organic Cotton,OYOY ZOO,42,54,54,640,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mellow,100% Organic Cotton,OYOY ZOO,42,54,54,640,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Choko,100% Leather,OYOY ZOO,2,200,"1,8",260,Netherlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Natural,100% Leather,OYOY ZOO,2,200,"1,8",260,Netherlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Choko,100% Leather,OYOY ZOO,2,58,"1,4",500,Netherlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Natural,100% Leather,OYOY ZOO,2,58,"1,4",500,Netherlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Choko,100% Ceramic,OYOY ZOO,6,17,17,760,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Offwhite,100% Ceramic,OYOY ZOO,6,17,17,760,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rose,100% Ceramic,OYOY ZOO,6,17,17,760,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ice,100% Ceramic,OYOY ZOO,6,17,17,760,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clay,"100% Organic Cotton, 100% Polyester Filling",OYOY ZOO,"6,5",90,70,1400,India,No,No,,No,No,India,,No,No,,No,No,No,,,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,
Black,100% Polyester,OYOY ZOO,80,100,100,370,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ice,100% Polyester,OYOY ZOO,80,100,100,370,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Choko,100% Polyester,OYOY ZOO,80,100,100,370,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Natural,100% Leather,OYOY ZOO,2,52,"1,2",400,netherlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Choko,100% Leather,OYOY ZOO,2,52,"1,2",400,netherlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Choko,100% Leather,OYOY ZOO,2,46,"1,2",300,netherlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Natural,100% Leather,OYOY ZOO,2,46,"1,2",300,netherlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Natural,100% Leather,OYOY ZOO,2,35,1,300,Netherlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Choko,100% Leather,OYOY ZOO,2,35,1,300,Netherlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Black,"100% Steel, 100% MDF, 97% Polyester, 5% Cotton",OYOY ZOO,"31,5",92,73,9000,China,No,No,,No,No,China,,No,No,,No,No,No,,,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,
Red,"100% Steel, 100% MDF, 97% Polyester, 5% Cotton",OYOY ZOO,29,72,58,7000,China,No,No,,No,No,China,,No,No,,No,No,No,,,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,
Black,"100% Steel, 100% MDF, 97% Polyester, 5% Cotton",OYOY ZOO,29,72,58,5000,China,No,No,,No,No,China,,No,No,,No,No,No,,,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,
Black,"100% Steel, 100% MDF, 97% Polyester, 5% Cotton",OYOY ZOO,28,52,40,700,China,No,No,,No,No,China,,No,No,,No,No,No,,,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,
Choko,100% Ceramic,OYOY ZOO,7,21,21,1230,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Offwhite,100% Ceramic,OYOY ZOO,7,21,21,1230,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rose,100% Ceramic,OYOY ZOO,7,21,21,1230,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ice,100% Ceramic,OYOY ZOO,7,21,21,1230,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Choko,100% Ceramic,OYOY ZOO,"4,5",13,13,450,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Offwhite,100% Ceramic,OYOY ZOO,"4,5",13,13,450,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rose,100% Ceramic,OYOY ZOO,"4,5",13,13,450,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ice,100% Ceramic,OYOY ZOO,"4,5",13,13,450,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ice,100% Silicone,OYOY ZOO,"0,15",50,34,300,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Black,100% Silicone,OYOY ZOO,"0,15",50,34,300,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Camel,100% Silicone,OYOY ZOO,"0,15",50,34,300,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nature,100% Cork,OYOY MINI,23,45,20,3460,China,,,,,,,,,,3,,,,,,,Yes,Yes,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nature,100% Cork,OYOY MINI,29,"46,5",20,3360,China,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rose,100% Organic Cotton,OYOY MINI,1,70,70,100,India,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vanilla,100% Organic Cotton,OYOY MINI,1,70,70,100,India,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blue,100% Organic Cotton,OYOY MINI,1,70,70,100,India,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brown,100% Organic Cotton,OYOY MINI,1,70,70,100,India,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Choko,100% Organic Cotton,OYOY MINI,1,70,70,100,India,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nature,100% Rattan,OYOY MINI,42,31,31,730,Indonesia,,,,,,,,,,No specific minimum age,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nature,100% Rattan,OYOY MINI,"42,5",49,"1,5",680,Indonesia,,,,,,,,,,No specific minimum age,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nature,100% Rattan,OYOY MINI,35,31,"15,5",410,Indonesia,,,,,,,,,,No specific minimum age,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nature,100% Rattan,OYOY MINI,41,31,16,360,Indonesia,,,,,,,,,,No specific minimum age,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nature,100% Seagrass,OYOY MINI,"28,5","49,5","28,5",2800,Indonesia,,,,,,,,,,No specific minimum age,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nature,100% Organic Cotton,OYOY MINI,300,60,60,1300,India,,,,,,,,,,No specific minimum age,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caramel,"100% Cotton, 100% Recycled Polyester Filling",OYOY MINI,42,24,14,260,India,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Choko,"100% Cotton, 100% Recycled Polyester Filling",OYOY MINI,52,30,14,410,India,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Choko,"100% Cotton, Polystyrene beads filling",OYOY MINI,50,56,56,1600,India,No,No,,No,No,India,7400,No,No,3,No,No,No,,,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,
Nutmeg,100% Glass,OYOY LIVING,13,10,10,580,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vanilla,100% Glass,OYOY LIVING,13,10,10,580,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Powder,100% Glass,OYOY LIVING,13,10,10,580,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jade,100% Glass,OYOY LIVING,13,10,10,580,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coral,100% Glass,OYOY LIVING,13,10,10,580,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lavender,100% Glass,OYOY LIVING,13,10,10,580,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amber,100% Glass,OYOY LIVING,35,"21,5","21,5",3100,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clay,"100% Organic Cotton, 100% Polyester Filling",OYOY ZOO,"6,5",50,37,490,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Choko,100% Polyester,OYOY ZOO,180,205,205,1660,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ice,100% Polyester,OYOY ZOO,180,205,205,1660,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Black,100% Polyester,OYOY ZOO,180,205,205,1660,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Black,100% Polyester,OYOY ZOO,120,160,160,870,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ice,100% Polyester,OYOY ZOO,120,160,160,870,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Choko,100% Polyester,OYOY ZOO,120,160,160,870,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caramel,100% Silicone,OYOY ZOO,"0,15",50,34,300,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nature,100% Stoneware,OYOY LIVING,"2,5","36,5","36,5",2400,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dark,100% Stoneware,OYOY LIVING,13,"16,5","16,5",760,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Optic,100% Stoneware,OYOY LIVING,13,"16,5","16,5",760,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cherry,100% Stoneware,OYOY LIVING,13,"16,5","16,5",760,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cherry,100% Stoneware,OYOY LIVING,22,"27,5","27,5",2480,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nature,100% Rattan,OYOY LIVING,46,"31,5","31,5",490,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Optic,"Metal, Glass",OYOY LIVING,29,"20,5","20,5",1610,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Black,"Metal, Glass",OYOY LIVING,29,"20,5","20,5",1610,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clay,"Metal, Glass",OYOY LIVING,29,"20,5","20,5",1610,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Black,"Metal, Glass",OYOY LIVING,48,25,25,2940,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clay,"Metal, Glass",OYOY LIVING,48,25,25,2940,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Optic,"Metal, Glass",OYOY LIVING,48,25,25,2940,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dark,100% Stoneware,OYOY LIVING,22,"27,5","27,5",2480,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Choko,100% Glass,OYOY LIVING,13,14,14,1100,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amber,100% Glass,OYOY LIVING,20,"15,3","15,3",1270,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
White,100% Glass,OYOY LIVING,20,"15,3","15,3",1270,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
White,100% Glass,OYOY LIVING,11,"6,8","6,8",230,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rose,100% Glass,OYOY LIVING,11,"6,8","6,8",230,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lavender,100% Glass,OYOY LIVING,11,"6,8","6,8",230,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amber,100% Glass,OYOY LIVING,11,"6,8","6,8",230,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caramel,"50% Wool, 50% Alpaca",OYOY LIVING,180,130,130,660,Lithuania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Offwhite,"50% Wool, 50% Alpaca",OYOY LIVING,180,130,130,660,Lithuania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amber,100% Glass,OYOY LIVING,19,13,13,1260,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Smoke,100% Glass,OYOY LIVING,19,13,13,1260,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Olive,100% Iron,OYOY LIVING,55,24,22,3400,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Olive,100% Iron,OYOY LIVING,50,42,40,6500,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nature,100% Rattan,OYOY LIVING,64,"37,5","37,5",900,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ice,100% Glass,OYOY LIVING,35,"21,5","21,5",3100,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ice,100% Glass,OYOY LIVING,13,14,14,1100,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Smoke,100% Glass,OYOY LIVING,13,14,14,1100,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FlintBlue,100% Stoneware,OYOY LIVING,"5,6",9,9,390,China,No,No,,Yes,No,China,,No,No,,Yes,No,No,,,Yes,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,No,,,,,,,
Nature,Oak Veneer. Poplar Plywood,OYOY LIVING,6,34,24,570,China,No,No,,No,No,China,,No,No,,Yes,No,No,,,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,
Nature,100% Stoneware,OYOY LIVING,3,34,18,1220,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taupe,100% Glass,OYOY LIVING,20,13,13,490,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caramel,100% Paper Rope,OYOY LIVING,50,50,48,2200,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nature,100% Beech,OYOY MINI,"21,5","8,5","8,5",370,Vietnam,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nature,100% Beech,OYOY MINI,12,"5,2","5,2",900,China,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light,"100% Cotton, 100% Recycled Polyester Filling",OYOY MINI,43,32,31,380,India,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Red,80% Wool - 20% Cotton,OYOY MINI,75,77,77,2100,India,,,,,,,,,,No specific minimum age,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caramel,100% Silicone,OYOY MINI,18,1,1,100,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rose,100% Vinyl,OYOY MINI,1,108,108,1600,China,,,,,,,,,,No specific minimum age,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caramel,100% Vinyl,OYOY MINI,1,108,108,1600,China,,,,,,,,,,No specific minimum age,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vanilla,100% Silicone,OYOY MINI,"6,5",13,3,120,China,,,,,,,,,,0,,,,,,,Yes,Yes,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dusty,100% Silicone,OYOY MINI,"6,5",13,3,120,China,,,,,,,,,,0,,,,,,,Yes,Yes,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
Choko,100% Silicone,OYOY MINI,"7,5",10,7,250,China,,,,,,,,,,0,,,,,,,Yes,Yes,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cherry,100% Silicone,OYOY MINI,"7,5",10,7,250,China,,,,,,,,,,0,,,,,,,Yes,Yes,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pale,100% Silicone,OYOY MINI,5,"6,5","6,5",120,China,,,,,,,,,,0,,,,,,,Yes,Yes,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
Offwhite,80% Wool - 20% Cotton,OYOY MINI,100,76,76,2200,India,,,,,,,,,,No specific minimum age,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Green,80% Wool - 20% Cotton,OYOY MINI,95,95,95,2800,India,,,,,,,,,,No specific minimum age,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Optic,80% Wool - 20% Cotton,OYOY MINI,87,50,50,900,India,,,,,,,,,,No specific minimum age,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi,100% Organic Cotton,OYOY MINI,43,48,48,120,India,,,,,,,,,,No specific minimum age,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Choko,100% Organic Cotton,OYOY MINI,60,50,50,350,India,,,,,,,,,,No specific minimum age,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Camel,100% Vinyl,OYOY MINI,1,108,108,1600,China,,,,,,,,,,No specific minimum age,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nature,100% Rattan,OYOY MINI,28,30,"5,5",550,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nature,100% Rattan,OYOY MINI,28,30,"5,5",550,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coral,100% Silicone,OYOY MINI,5,"6,5","6,5",120,China,,,,,,,,,,0,,,,,,,Yes,Yes,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
Offwhite,100% Ceramic,OYOY MINI,"2,5",18,18,1100,China,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Offwhite,100% Ceramic,OYOY MINI,"2,5",18,18,1100,China,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lavender,95% Cotton - 5% Wool,OYOY MINI,69,55,55,600,India,,,,,,,,,,No specific minimum age,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dusty,100% Silicone,OYOY MINI,"2,4","12,7","2,5",800,China,,,,,,,,,,0,,,,,,,Yes,Yes,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nutmeg,100% Silicone,OYOY MINI,"2,4","12,7","2,5",800,China,,,,,,,,,,0,,,,,,,Yes,Yes,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lavender,100% Silicone,OYOY MINI,"2,4","12,7","2,5",800,China,,,,,,,,,,0,,,,,,,Yes,Yes,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brown,"100% Organic Cotton, 100% Polyester Filling",OYOY MINI,1,16,16,200,India,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dusty,100% Silicone,OYOY MINI,"7,5",11,"6,5",200,China,,,,,,,,,,0,,,,,,,Yes,Yes,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
Choko,100% Silicone,OYOY MINI,"21,3",18,"14,8",610,China,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dark,"100% Ash, 100% Metal Silver Plated",OYOY MINI,"28,5","35,5","7,8",400,China,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nature,100% Ash Veneer,OYOY MINI,33,30,"15,5",1300,China,,,,,,,,,,No specific minimum age,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nature,100% Ash Veneer,OYOY MINI,51,15,"15,5",1380,China,,,,,,,,,,No specific minimum age,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blue,"100% Organic Cotton, 100% Polyester Filling",OYOY MINI,1,16,16,200,India,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ice,100% Silicone,OYOY MINI,1,39,39,220,China,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Olive,100% Silicone,OYOY MINI,1,39,39,220,China,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi,100% Cardboard,OYOY MINI,20,17,17,1240,China,,,,,,,,,,No specific minimum age,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coral,100% Silicone,OYOY MINI,1,40,"34,5",200,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi,"100% Metal, 100% Wood",OYOY MINI,15,25,25,650,China,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ice,100% Silicone,OYOY MINI,"1,2","23,5",16,240,China,,,,,,,,,,0,,,,,,,Yes,Yes,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tourmaline,100% Silicone,OYOY MINI,"1,2","23,5",16,240,China,,,,,,,,,,0,,,,,,,Yes,Yes,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light,100% Silicone,OYOY MINI,"33,3","42,1",1,210,China,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grey,100% Silicone,OYOY MINI,"33,3","42,1",1,210,China,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lavender,100% Silicone,OYOY MINI,1,"43,5",34,230,China,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nutmeg,100% Silicone,OYOY MINI,1,"43,5",34,230,China,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blue,100% Silicone,OYOY MINI,1,"42,5","36,1",230,China,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
